ID	時間	x	y	status
976	15:51:42	473	237	3
977	15:51:42	587	255	0
978	15:51:42	166	259	0
979	15:51:43	137	370	0
980	15:51:43	871	324	0
981	15:51:43	580	392	0
982	15:51:43	1349	373	0
983	15:51:43	1003	305	0
984	15:51:43	1072	305	0
985	15:51:43	1126	298	0
986	15:51:43	1247	339	0
987	15:51:43	1443	337	0
988	15:51:44	1479	358	0
989	15:51:44	1323	363	0
990	15:51:44	1423	270	0
991	15:51:44	-146	318	0
992	15:51:44	-350	334	0
993	15:51:44	-476	369	0
994	15:51:44	279	319	1
995	15:51:45	-398	318	2
996	15:51:45	-42	289	2
997	15:51:45	428	355	2
998	15:51:45	1332	402	2
999	15:51:45	1199	443	2
1000	15:51:45	973	432	3
1001	15:51:45	1279	423	0
1002	15:51:45	1371	396	0
1003	15:51:45	1337	443	0
1004	15:51:46	577	276	0
1005	15:51:46	1726	456	0
1006	15:51:46	1570	323	0
1007	15:51:46	900	349	0
1008	15:51:46	1181	402	0
1009	15:51:46	632	461	0
1010	15:51:46	1185	389	0
1011	15:51:46	1074	396	0
1012	15:51:47	871	430	0
1013	15:51:47	1048	435	0
1014	15:51:47	478	320	0
1015	15:51:47	1484	353	0
1016	15:51:47	579	408	0
1017	15:51:47	380	441	0
1018	15:51:47	604	425	0
1019	15:51:47	365	406	0
1020	15:51:48	493	426	0
1021	15:51:48	-306	294	0
1022	15:51:48	295	360	0
1023	15:51:48	924	358	0
1024	15:51:48	514	468	0
1025	15:51:48	835	445	0
1026	15:51:48	1025	457	0
1027	15:51:48	1279	391	0
1028	15:51:49	1130	445	0
1029	15:51:49	791	506	0
1030	15:51:49	595	426	0
1031	15:51:49	152	411	0
1032	15:51:49	905	440	0
1033	15:51:49	1176	499	0
1034	15:51:49	1081	358	0
1035	15:51:49	823	474	0
1036	15:51:50	1131	480	0
1037	15:51:50	858	496	0
1038	15:51:50	211	516	0
1039	15:51:50	428	451	0
1040	15:51:50	919	464	0
1041	15:51:50	836	429	0
1042	15:51:50	970	464	0
1043	15:51:51	908	461	0
1044	15:51:51	1426	387	0
1045	15:51:51	852	511	0
1046	15:51:51	1179	436	0
1047	15:51:51	1420	388	0
1048	15:51:51	184	386	0
1049	15:51:51	731	366	0
1050	15:51:52	398	226	0
1051	15:51:52	506	289	0
1052	15:51:52	1087	264	0
1053	15:51:52	627	311	0
1054	15:51:52	18	443	0
1055	15:51:53	260	384	0
1056	15:51:53	309	342	0
1057	15:51:53	640	405	0
1058	15:51:53	174	421	0
1059	15:51:53	497	314	0
1060	15:51:53	383	354	0
1061	15:51:53	158	359	0
1062	15:51:53	495	367	0
1063	15:51:54	271	400	0
1064	15:51:54	1489	352	0
1065	15:51:54	3	300	0
1066	15:51:54	700	225	0
1067	15:51:54	615	73	0
1068	15:51:54	268	314	0
1069	15:51:55	968	324	0
1070	15:51:55	278	615	0
1071	15:51:55	185	404	0
1072	15:51:55	431	547	0
1073	15:51:55	213	539	0
1074	15:51:55	586	482	0
1075	15:51:55	627	472	0
1076	15:51:56	14	259	0
1077	15:51:56	558	425	0
1078	15:51:56	1025	517	0
1079	15:51:56	1192	395	0
1080	15:51:56	749	478	0
1081	15:51:56	1575	484	0
1082	15:51:56	1607	475	0
1083	15:51:57	431	458	0
1084	15:51:57	-299	383	0
1085	15:51:57	386	475	0
1086	15:51:57	703	477	0
1087	15:51:57	393	370	0
1088	15:51:57	-7	374	0
1089	15:51:57	244	182	0
1090	15:51:58	310	307	0
1091	15:51:58	747	584	0
1092	15:51:58	438	593	0
1093	15:51:58	165	583	0
1094	15:51:58	647	597	0
1095	15:51:58	350	295	0
1096	15:51:58	669	361	0
1097	15:51:58	195	603	0
1098	15:51:59	574	293	0
1099	15:51:59	280	360	0
1100	15:51:59	308	363	0
1101	15:51:59	558	375	0
1102	15:51:59	701	347	0
1103	15:51:59	580	338	0
1104	15:51:59	220	358	0
1105	15:51:59	153	333	0
1106	15:52:00	590	287	0
1107	15:52:00	711	324	0
1108	15:52:00	-84	316	0
1109	15:52:00	273	103	0
1110	15:52:00	524	149	0
1111	15:52:00	154	143	0
1112	15:52:00	995	280	0
1113	15:52:00	318	344	0
1114	15:52:01	537	205	0
1115	15:52:01	1145	109	0
1116	15:52:01	962	402	0
1117	15:52:01	363	338	0
1118	15:52:01	44	348	0
1119	15:52:01	507	297	0
1120	15:52:02	683	314	0
1121	15:52:02	582	387	0
1122	15:52:02	446	487	0
1123	15:52:02	93	485	0
1124	15:52:02	89	509	0
1125	15:52:02	92	336	0
1126	15:52:02	486	387	0
1127	15:52:03	394	339	0
1128	15:52:03	821	321	0
1129	15:52:03	451	319	0
1130	15:52:03	181	303	0
1131	15:52:03	77	292	0
1132	15:52:03	160	305	0
1133	15:52:03	966	536	0
1134	15:52:04	1172	349	0
1135	15:52:04	513	527	0
1136	15:52:04	29	500	0
1137	15:52:04	426	498	0
1138	15:52:04	88	533	0
1139	15:52:04	330	475	0
1140	15:52:04	187	409	0
1141	15:52:04	828	300	0
1142	15:52:05	-199	345	0
1143	15:52:05	379	340	0
1144	15:52:05	-48	356	0
1145	15:52:05	25	356	0
1146	15:52:05	435	328	0
1147	15:52:05	148	329	0
1148	15:52:05	695	384	0
1149	15:52:05	-205	389	0
1150	15:52:06	348	344	0
1151	15:52:06	419	285	0
1152	15:52:06	-499	287	0
1153	15:52:06	-350	375	0
1154	15:52:06	-205	420	0
1155	15:52:06	-91	391	1
1156	15:52:06	84	357	2
1157	15:52:07	742	387	2
1158	15:52:07	679	468	2
1159	15:52:07	685	469	2
1160	15:52:07	168	426	2
1161	15:52:07	275	438	2
1162	15:52:07	52	413	2
1163	15:52:07	472	418	2
1164	15:52:07	-267	400	2
1165	15:52:07	-88	436	2
1166	15:52:08	-193	456	2
1167	15:52:08	356	452	2
1168	15:52:08	361	382	2
1169	15:52:08	70	397	2
1170	15:52:08	10	390	2
1171	15:52:08	107	370	2
1172	15:52:08	752	384	2
1173	15:52:08	340	329	2
1174	15:52:09	344	364	2
1175	15:52:09	482	404	3
1176	15:52:09	614	401	0
1177	15:52:09	213	375	0
1178	15:52:09	-180	415	0
1179	15:52:09	346	388	0
1180	15:52:09	-207	444	0
1181	15:52:09	-674	419	0
1182	15:52:10	-451	425	1
1183	15:52:10	-536	423	2
1184	15:52:10	19	285	2
1185	15:52:10	-2	379	2
1186	15:52:10	-558	425	2
1187	15:52:10	-552	429	2
1188	15:52:10	-422	388	2
1189	15:52:10	-123	351	2
1190	15:52:10	-464	377	2
1191	15:52:11	73	405	2
1192	15:52:11	1207	288	2
1193	15:52:11	254	314	2
1194	15:52:11	948	361	2
1195	15:52:11	970	352	2
1196	15:52:11	176	290	2
1197	15:52:12	506	432	2
1198	15:52:12	872	357	2
1199	15:52:12	440	358	3
1200	15:52:12	-404	353	0
1201	15:52:12	271	399	0
1202	15:52:12	-318	411	0
1203	15:52:12	-211	421	1
1204	15:52:12	156	336	2
1205	15:52:13	44	429	2
1206	15:52:13	207	470	2
1207	15:52:13	-214	490	2
1208	15:52:13	582	444	2
1209	15:52:13	72	492	2
1210	15:52:13	370	464	2
1211	15:52:13	463	419	2
1212	15:52:13	-17	340	2
1213	15:52:14	608	322	2
1214	15:52:14	408	320	2
1215	15:52:14	91	283	2
1216	15:52:14	22	326	2
1217	15:52:14	-215	313	2
1218	15:52:14	-318	309	2
1219	15:52:14	165	290	2
1220	15:52:14	156	341	2
1221	15:52:15	1136	315	2
1222	15:52:15	-9	337	2
1223	15:52:15	501	268	2
1224	15:52:15	833	268	2
1225	15:52:15	321	396	2
1226	15:52:15	507	346	3
1227	15:52:16	426	361	0
1228	15:52:16	102	332	0
1229	15:52:16	378	483	0
1230	15:52:16	291	105	0
1231	15:52:16	1847	327	0
1232	15:52:16	1320	370	0
1233	15:52:16	585	330	0
1234	15:52:16	-133	351	0
1235	15:52:17	309	302	0
1236	15:52:17	15	446	0
1237	15:52:17	289	365	0
1238	15:52:17	200	376	0
1239	15:52:17	319	345	0
1240	15:52:17	153	375	0
1241	15:52:17	-106	341	1
1242	15:52:18	591	429	2
1243	15:52:18	144	449	2
1244	15:52:18	862	418	2
1245	15:52:18	354	457	2
1246	15:52:18	1304	368	2
1247	15:52:18	822	316	3
1248	15:52:18	611	326	0
1249	15:52:19	407	510	0
1250	15:52:19	947	316	0
1251	15:52:19	1067	394	0
1252	15:52:19	835	281	0
1253	15:52:19	981	278	0
1254	15:52:19	68	343	0
1255	15:52:19	297	302	0
1256	15:52:19	836	241	0
1257	15:52:20	1090	442	0
1258	15:52:20	498	243	0
1259	15:52:20	815	125	0
1260	15:52:20	377	192	0
1261	15:52:21	722	56	0
1262	15:52:21	361	139	0
1263	15:52:21	-320	382	0
1264	15:52:21	1376	473	0
1265	15:52:21	734	284	0
1266	15:52:22	729	255	0
1267	15:52:22	563	287	0
1268	15:52:22	428	297	0
1269	15:52:22	354	490	0
1270	15:52:22	189	348	0
1271	15:52:22	289	486	0
1272	15:52:22	449	476	0
1273	15:52:22	416	490	0
1274	15:52:23	852	399	0
1275	15:52:23	615	433	0
1276	15:52:23	133	480	0
1277	15:52:23	134	310	0
1278	15:52:23	941	382	0
1279	15:52:23	434	417	0
1280	15:52:23	731	404	0
1281	15:52:23	496	415	0
1282	15:52:24	405	454	0
1283	15:52:24	588	406	0
1284	15:52:24	486	259	0
1285	15:52:24	986	261	0
1286	15:52:24	454	370	0
1287	15:52:24	557	322	0
1288	15:52:24	961	355	0
1289	15:52:25	761	329	0
1290	15:52:25	132	391	0
1291	15:52:25	327	414	0
1292	15:52:25	58	419	0
1293	15:52:25	-338	445	0
1294	15:52:25	-191	466	0
1295	15:52:25	220	427	1
1296	15:52:25	449	382	2
1297	15:52:26	229	411	2
1298	15:52:26	255	409	2
1299	15:52:26	498	409	2
1300	15:52:26	868	390	2
1301	15:52:26	1197	408	2
1302	15:52:26	236	414	2
1303	15:52:26	329	399	2
1304	15:52:26	347	458	3
1305	15:52:27	476	442	0
1306	15:52:27	518	344	0
1307	15:52:27	426	504	0
1308	15:52:27	270	376	0
1309	15:52:27	526	437	0
1310	15:52:27	448	265	0
1311	15:52:27	543	570	0
1312	15:52:28	831	483	0
1313	15:52:28	784	270	0
1314	15:52:28	1419	340	0
1315	15:52:28	158	348	0
1316	15:52:28	257	334	0
1317	15:52:28	-495	352	0
1318	15:52:29	845	349	0
1319	15:52:29	1322	351	0
1320	15:52:29	346	350	0
1321	15:52:29	-601	400	0
1322	15:52:29	158	335	0
1323	15:52:29	144	321	0
1324	15:52:30	427	448	0
1325	15:52:30	157	471	0
1326	15:52:30	359	478	0
1327	15:52:30	678	420	0
1328	15:52:30	48	453	0
1329	15:52:30	484	449	0
1330	15:52:30	323	401	0
1331	15:52:31	971	427	0
1332	15:52:31	512	385	0
1333	15:52:31	196	507	0
1334	15:52:31	1031	424	0
1335	15:52:31	755	442	0
1336	15:52:31	712	432	0
1337	15:52:31	579	438	0
1338	15:52:31	238	530	0
1339	15:52:32	350	401	0
1340	15:52:32	835	387	0
1341	15:52:32	741	336	0
1342	15:52:32	726	318	0
1343	15:52:32	1051	319	0
1344	15:52:32	201	292	0
1345	15:52:32	202	273	0
1346	15:52:32	562	320	0
1347	15:52:33	51	309	0
1348	15:52:33	29	274	0
1349	15:52:33	202	338	1
1350	15:52:33	-174	356	2
1351	15:52:33	-113	384	2
1352	15:52:33	-339	302	2
1353	15:52:33	-487	387	2
1354	15:52:34	-127	374	2
1355	15:52:34	540	390	2
1356	15:52:34	-300	349	2
1357	15:52:34	857	489	2
1358	15:52:34	467	388	2
1359	15:52:34	962	367	2
1360	15:52:34	-129	363	2
1361	15:52:35	681	335	2
1362	15:52:35	325	477	3
1363	15:52:35	406	492	0
1364	15:52:35	923	365	0
1365	15:52:35	766	343	0
1366	15:52:35	1039	279	0
1367	15:52:35	1080	285	0
1368	15:52:35	1843	341	0
1369	15:52:36	1782	399	0
1370	15:52:36	850	420	0
1371	15:52:36	1682	408	0
1372	15:52:36	636	368	0
1373	15:52:36	1011	368	0
1374	15:52:36	1776	310	0
1375	15:52:36	1669	361	0
1376	15:52:37	345	328	0
1377	15:52:37	379	274	0
1378	15:52:37	217	283	0
1379	15:52:37	437	245	0
1380	15:52:37	304	307	0
1381	15:52:37	-336	323	0
1382	15:52:37	418	297	0
1383	15:52:37	363	470	0
1384	15:52:38	38	490	0
1385	15:52:38	370	449	0
1386	15:52:38	1028	406	0
1387	15:52:38	280	346	0
1388	15:52:38	528	345	0
1389	15:52:38	-119	467	0
1390	15:52:39	-377	406	0
1391	15:52:39	-762	499	0
1392	15:52:39	-527	433	1
1393	15:52:39	-818	422	2
1394	15:52:39	-516	488	2
1395	15:52:39	-446	477	2
1396	15:52:39	-494	478	2
1397	15:52:39	-767	482	2
1398	15:52:40	-826	486	2
1399	15:52:40	-477	512	2
1400	15:52:40	-800	477	2
1401	15:52:40	-1012	453	2
1402	15:52:40	-258	436	2
1403	15:52:40	-437	425	2
1404	15:52:40	240	490	2
1405	15:52:40	166	501	2
1406	15:52:40	-630	520	2
1407	15:52:41	-409	407	2
1408	15:52:41	-154	425	2
1409	15:52:41	-423	434	2
1410	15:52:41	-344	442	2
1411	15:52:41	-53	416	2
1412	15:52:41	162	426	2
1413	15:52:41	452	447	2
1414	15:52:41	428	439	2
1415	15:52:41	31	395	2
1416	15:52:42	-76	431	2
1417	15:52:42	496	423	2
1418	15:52:42	931	230	2
1419	15:52:42	610	426	2
1420	15:52:42	1618	434	3
1421	15:52:42	1490	410	0
1422	15:52:42	1385	412	0
1423	15:52:43	961	426	0
1424	15:52:43	1113	364	0
1425	15:52:43	983	338	0
1426	15:52:43	237	323	0
1427	15:52:43	1753	225	0
1428	15:52:43	698	315	0
1429	15:52:43	901	241	0
1430	15:52:44	474	92	0
1431	15:52:44	539	213	0
1432	15:52:44	1310	297	0
1433	15:52:44	1038	273	0
1434	15:52:44	655	241	0
1435	15:52:44	263	291	0
1436	15:52:44	944	253	0
1437	15:52:45	549	362	0
1438	15:52:45	136	378	0
1439	15:52:45	321	285	0
1440	15:52:45	415	258	0
1441	15:52:45	329	222	0
1442	15:52:45	505	225	0
1443	15:52:45	705	245	0
1444	15:52:45	425	260	0
1445	15:52:46	277	276	0
1446	15:52:46	478	274	0
1447	15:52:46	469	279	0
1448	15:52:46	-203	283	0
1449	15:52:46	97	304	0
1450	15:52:46	318	265	0
1451	15:52:46	310	330	0
1452	15:52:46	-316	309	0
1453	15:52:47	173	333	0
1454	15:52:47	227	303	0
1455	15:52:47	428	311	0
1456	15:52:47	606	342	0
1457	15:52:47	1505	301	0
1458	15:52:47	136	383	0
1459	15:52:47	1252	293	0
1460	15:52:48	1130	301	0
1461	15:52:48	58	358	0
1462	15:52:48	614	415	0
1463	15:52:48	97	374	0
1464	15:52:48	96	409	0
1465	15:52:48	-308	447	0
1466	15:52:48	1257	406	0
1467	15:52:49	257	455	0
1468	15:52:49	80	403	1
1469	15:52:49	306	445	2
1470	15:52:49	236	340	2
1471	15:52:49	275	343	2
1472	15:52:49	310	391	2
1473	15:52:49	153	390	2
1474	15:52:49	438	401	2
1475	15:52:49	437	411	2
1476	15:52:50	852	488	2
1477	15:52:50	-161	446	2
1478	15:52:50	-158	369	2
1479	15:52:50	-166	318	2
1480	15:52:50	-278	344	2
1481	15:52:50	11	316	2
1482	15:52:51	360	444	2
1483	15:52:51	56	225	2
1484	15:52:51	713	309	2
1485	15:52:51	-134	319	2
1486	15:52:51	83	357	2
1487	15:52:52	-259	285	2
1488	15:52:52	-55	322	2
1489	15:52:52	-14	350	2
1490	15:52:52	123	317	2
1491	15:52:52	123	321	2
1492	15:52:52	-188	307	2
1493	15:52:52	602	260	2
1494	15:52:52	110	315	2
1495	15:52:52	329	320	2
1496	15:52:53	10	260	2
1497	15:52:53	215	318	2
1498	15:52:53	-543	380	2
1499	15:52:53	-525	379	2
1500	15:52:53	-521	364	2
1501	15:52:53	-450	332	2
1502	15:52:53	346	305	2
1503	15:52:53	567	462	2
1504	15:52:54	1224	419	2
1505	15:52:54	687	437	3
1506	15:52:54	1020	478	0
1507	15:52:54	860	454	0
1508	15:52:54	978	384	0
1509	15:52:54	437	450	0
1510	15:52:55	-74	278	0
1511	15:52:55	123	339	0
1512	15:52:55	788	346	0
1513	15:52:55	927	408	0
1514	15:52:55	435	391	0
1515	15:52:55	1192	336	0
1516	15:52:55	1367	339	0
1517	15:52:55	1375	362	0
1518	15:52:55	1239	334	0
1519	15:52:56	1069	367	0
1520	15:52:56	1464	404	0
1521	15:52:56	-74	373	0
1522	15:52:56	440	340	0
1523	15:52:56	868	395	0
1524	15:52:56	446	412	0
1525	15:52:56	587	491	0
1526	15:52:57	1167	460	0
1527	15:52:57	1416	421	0
1528	15:52:57	1375	421	0
1529	15:52:57	1478	422	0
1530	15:52:57	1389	450	0
1531	15:52:57	781	391	0
1532	15:52:57	779	382	0
1533	15:52:58	799	418	0
1534	15:52:58	175	225	0
1535	15:52:58	-214	339	0
1536	15:52:58	-171	321	0
1537	15:52:58	-244	297	1
1538	15:52:58	110	277	2
1539	15:52:58	845	363	2
1540	15:52:58	1445	365	2
1541	15:52:59	1443	388	2
1542	15:52:59	1854	339	3
1543	15:52:59	1743	393	0
1544	15:52:59	1331	403	0
1545	15:52:59	1371	365	0
1546	15:52:59	993	440	0
1547	15:52:59	-103	442	0
1548	15:52:59	809	428	0
1549	15:53:00	1402	469	0
1550	15:53:00	1130	420	0
1551	15:53:00	944	428	0
1552	15:53:00	113	373	0
1553	15:53:00	593	315	0
1554	15:53:00	50	359	0
1555	15:53:00	1208	455	0
1556	15:53:00	788	474	0
1557	15:53:01	234	416	0
1558	15:53:01	-64	433	0
1559	15:53:01	46	425	0
1560	15:53:01	192	443	1
1561	15:53:01	518	482	2
1562	15:53:01	562	449	2
1563	15:53:01	172	413	2
1564	15:53:01	97	418	2
1565	15:53:02	1088	376	2
1566	15:53:02	1188	431	2
1567	15:53:02	1186	498	2
1568	15:53:02	1060	478	3
1569	15:53:02	848	430	0
1570	15:53:02	1655	206	0
1571	15:53:02	167	308	0
1572	15:53:03	-95	328	0
1573	15:53:03	-212	386	0
1574	15:53:03	186	364	1
1575	15:53:03	-62	366	2
1576	15:53:03	-227	365	2
1577	15:53:03	-130	372	2
1578	15:53:03	-109	362	2
1579	15:53:03	-282	376	2
1580	15:53:04	261	423	2
1581	15:53:04	881	331	2
1582	15:53:04	966	387	2
1583	15:53:04	955	421	2
1584	15:53:04	684	436	3
1585	15:53:04	873	476	0
1586	15:53:04	521	428	0
1587	15:53:05	911	312	0
1588	15:53:05	1466	496	0
1589	15:53:05	1856	490	0
1590	15:53:05	130	461	0
1591	15:53:05	473	483	0
1592	15:53:05	471	475	0
1593	15:53:05	173	465	0
1594	15:53:05	345	453	0
1595	15:53:06	380	498	0
1596	15:53:06	693	348	0
1597	15:53:06	738	324	0
1598	15:53:06	1311	353	0
1599	15:53:06	690	340	0
1600	15:53:06	717	349	0
1601	15:53:06	782	340	0
1602	15:53:06	936	329	0
1603	15:53:07	890	326	0
1604	15:53:07	925	342	0
1605	15:53:07	1559	349	0
1606	15:53:07	1596	330	0
1607	15:53:07	1401	344	0
1608	15:53:07	950	340	0
1609	15:53:08	1565	380	0
1610	15:53:08	1466	355	0
1611	15:53:08	1448	367	0
1612	15:53:08	1216	359	0
1613	15:53:08	1255	387	0
1614	15:53:08	1150	381	0
1615	15:53:08	1314	373	0
1616	15:53:08	949	382	0
1617	15:53:09	833	449	0
1618	15:53:09	252	278	0
1619	15:53:09	608	418	0
1620	15:53:09	499	304	0
1621	15:53:09	314	319	0
1622	15:53:09	532	387	0
1623	15:53:09	318	354	0
1624	15:53:10	566	410	0
1625	15:53:10	-733	457	0
1626	15:53:10	786	466	0
1627	15:53:10	1601	420	0
1628	15:53:10	1039	392	0
1629	15:53:10	965	419	0
1630	15:53:10	996	469	0
1631	15:53:10	981	476	0
1632	15:53:10	858	482	0
1633	15:53:11	1076	425	0
1634	15:53:11	977	443	0
1635	15:53:11	703	358	0
1636	15:53:11	885	405	0
1637	15:53:11	603	412	0
1638	15:53:11	646	424	0
1639	15:53:11	694	392	0
1640	15:53:11	659	405	0
1641	15:53:12	520	398	0
1642	15:53:12	273	344	0
1643	15:53:12	540	375	0
1644	15:53:12	930	438	0
1645	15:53:12	1124	414	0
1646	15:53:12	903	407	0
1647	15:53:12	1544	427	0
1648	15:53:12	1356	441	0
1649	15:53:13	1209	416	0
1650	15:53:13	898	418	0
1651	15:53:13	527	307	0
1652	15:53:13	834	300	0
1653	15:53:13	748	258	0
1654	15:53:13	1035	291	0
1655	15:53:13	650	304	0
1656	15:53:13	621	299	0
1657	15:53:14	756	343	0
1658	15:53:14	357	352	0
1659	15:53:14	948	297	0
1660	15:53:14	723	262	0
1661	15:53:14	1140	313	0
1662	15:53:14	1136	269	0
1663	15:53:14	529	324	0
1664	15:53:15	474	375	0
1665	15:53:15	887	344	0
1666	15:53:15	878	306	0
1667	15:53:15	791	292	0
1668	15:53:15	1124	282	0
1669	15:53:15	207	372	0
1670	15:53:15	1541	365	0
1671	15:53:16	1111	396	0
1672	15:53:16	1102	393	0
1673	15:53:16	659	361	0
1674	15:53:16	908	395	0
1675	15:53:16	1031	408	0
1676	15:53:16	2323	272	0
1677	15:53:16	873	420	0
1678	15:53:16	218	407	0
1679	15:53:17	997	455	0
1680	15:53:17	484	460	0
1681	15:53:17	774	442	0
1682	15:53:17	402	381	0
1683	15:53:17	186	477	0
1684	15:53:17	1037	501	0
1685	15:53:17	374	414	0
1686	15:53:17	789	368	0
1687	15:53:18	172	344	0
1688	15:53:18	367	350	0
1689	15:53:18	-26	334	0
1690	15:53:18	1124	449	0
1691	15:53:18	356	405	0
1692	15:53:18	304	385	0
1693	15:53:18	286	385	0
1694	15:53:18	387	390	0
1695	15:53:19	413	379	0
1696	15:53:19	571	381	0
1697	15:53:19	1062	367	0
1698	15:53:19	645	377	0
1699	15:53:19	330	391	0
1700	15:53:19	301	408	0
1701	15:53:19	208	373	0
1702	15:53:19	654	432	0
1703	15:53:20	511	365	0
1704	15:53:20	598	414	0
1705	15:53:20	1508	424	0
1706	15:53:20	1363	419	0
1707	15:53:20	1660	385	0
1708	15:53:20	1748	378	0
1709	15:53:21	1051	414	0
1710	15:53:21	879	458	0
1711	15:53:21	1119	423	0
1712	15:53:21	1208	382	0
1713	15:53:21	1295	408	0
1714	15:53:21	1008	430	0
1715	15:53:21	619	422	0
1716	15:53:21	662	418	0
1717	15:53:22	1256	393	0
1718	15:53:22	201	366	0
1719	15:53:22	1734	445	0
1720	15:53:22	380	421	0
1721	15:53:22	277	368	0
1722	15:53:22	-247	432	0
1723	15:53:22	1382	406	0
1724	15:53:22	-121	465	0
1725	15:53:23	19	332	0
1726	15:53:23	222	322	1
1727	15:53:23	159	317	2
1728	15:53:23	344	311	2
1729	15:53:23	901	231	2
1730	15:53:23	795	227	2
1731	15:53:24	818	253	3
1732	15:53:24	687	260	0
1733	15:53:24	380	324	0
1734	15:53:24	-26	289	0
1735	15:53:24	813	344	0
1736	15:53:24	91	406	0
1737	15:53:24	433	235	0
1738	15:53:24	116	461	0
1739	15:53:25	397	399	0
1740	15:53:25	607	498	0
1741	15:53:25	773	547	0
1742	15:53:25	676	507	0
1743	15:53:25	465	528	0
1744	15:53:25	-148	512	0
1745	15:53:25	644	500	0
1746	15:53:25	741	519	0
1747	15:53:26	-172	494	0
1748	15:53:26	-123	504	0
1749	15:53:26	139	278	0
1750	15:53:26	437	353	0
1751	15:53:26	327	411	0
1752	15:53:26	-48	410	0
1753	15:53:26	-582	391	0
1754	15:53:26	156	419	1
1755	15:53:27	360	373	2
1756	15:53:27	123	330	2
1757	15:53:27	226	279	2
1758	15:53:27	344	379	2
1759	15:53:27	622	380	2
1760	15:53:27	625	460	2
1761	15:53:27	434	400	3
1762	15:53:28	643	340	0
1763	15:53:28	821	333	0
1764	15:53:28	1169	420	0
1765	15:53:28	399	410	0
1766	15:53:28	407	429	0
1767	15:53:28	1231	293	0
1768	15:53:28	1046	285	0
1769	15:53:29	942	287	0
1770	15:53:29	293	349	0
1771	15:53:29	-1049	365	0
1772	15:53:29	-570	392	0
1773	15:53:29	-262	335	1
1774	15:53:29	-412	482	2
1775	15:53:29	264	516	2
1776	15:53:29	-586	497	2
1777	15:53:30	40	466	2
1778	15:53:30	465	325	2
1779	15:53:30	-113	341	2
1780	15:53:30	-273	350	2
1781	15:53:30	-195	365	2
1782	15:53:30	364	365	2
1783	15:53:30	-454	377	2
1784	15:53:30	299	321	2
1785	15:53:31	131	193	2
1786	15:53:31	351	271	2
1787	15:53:31	708	275	2
1788	15:53:31	716	335	2
1789	15:53:31	316	364	3
1790	15:53:31	-321	397	0
1791	15:53:31	187	412	0
1792	15:53:31	309	394	0
1793	15:53:32	-172	383	0
1794	15:53:32	-104	409	0
1795	15:53:32	-79	415	1
1796	15:53:32	-120	396	2
1797	15:53:32	-166	368	2
1798	15:53:32	86	386	2
1799	15:53:32	-46	388	2
1800	15:53:32	-102	418	2
1801	15:53:32	47	395	2
1802	15:53:33	-71	410	2
1803	15:53:33	-415	405	2
1804	15:53:33	171	419	2
1805	15:53:33	244	385	2
1806	15:53:33	713	374	2
1807	15:53:33	492	485	2
1808	15:53:33	1192	443	2
1809	15:53:33	951	432	3
1810	15:53:33	1187	445	0
1811	15:53:34	1054	417	0
1812	15:53:34	830	456	0
1813	15:53:34	703	506	0
1814	15:53:34	1001	457	0
1815	15:53:34	1028	395	0
1816	15:53:34	724	412	0
1817	15:53:34	861	464	0
1818	15:53:35	1236	344	0
1819	15:53:35	1480	355	0
1820	15:53:35	1103	364	0
1821	15:53:35	1394	376	0
1822	15:53:35	1603	339	0
1823	15:53:35	1504	333	0
1824	15:53:35	1214	247	0
1825	15:53:35	615	445	0
1826	15:53:36	899	463	0
1827	15:53:36	906	457	0
1828	15:53:36	790	509	0
1829	15:53:36	653	467	0
1830	15:53:36	608	468	0
1831	15:53:36	839	370	0
1832	15:53:36	837	249	0
1833	15:53:36	400	285	0
1834	15:53:37	1326	328	0
1835	15:53:37	1325	350	0
1836	15:53:37	423	443	0
1837	15:53:37	931	460	0
1838	15:53:37	418	445	0
1839	15:53:37	425	441	0
1840	15:53:37	968	405	0
1841	15:53:37	593	413	0
1842	15:53:38	543	447	0
1843	15:53:38	1244	291	0
1844	15:53:38	207	203	0
1845	15:53:38	434	265	0
1846	15:53:38	313	262	0
1847	15:53:38	255	300	0
1848	15:53:38	144	296	0
1849	15:53:39	-30	324	0
1850	15:53:39	1453	367	0
1851	15:53:39	1025	367	0
1852	15:53:39	984	451	0
1853	15:53:39	924	427	0
1854	15:53:39	630	422	0
1855	15:53:39	965	377	0
1856	15:53:40	768	390	0
1857	15:53:40	-200	273	0
1858	15:53:40	272	340	0
1859	15:53:40	124	301	0
1860	15:53:40	265	270	1
1861	15:53:40	979	285	2
1862	15:53:40	654	273	2
1863	15:53:40	764	356	2
1864	15:53:40	555	403	3
1865	15:53:41	253	368	0
1866	15:53:41	105	321	0
1867	15:53:41	-442	394	0
1868	15:53:41	-707	399	1
1869	15:53:41	1576	446	2
1870	15:53:41	245	407	2
1871	15:53:41	-249	352	2
1872	15:53:42	617	455	2
1873	15:53:42	-219	385	2
1874	15:53:42	-112	390	2
1875	15:53:42	440	323	2
1876	15:53:42	784	425	2
1877	15:53:42	812	453	2
1878	15:53:42	683	488	3
1879	15:53:42	567	454	0
1880	15:53:42	803	394	0
1881	15:53:42	914	393	0
1882	15:53:43	934	328	0
1883	15:53:43	-177	248	0
1884	15:53:43	752	556	0
1885	15:53:43	141	574	0
1886	15:53:43	517	542	0
1887	15:53:43	593	564	0
1888	15:53:43	308	520	0
