ID	日付	時間	緯度	経度	速度(km/hour)	高度(m)	角度(°)	距離(m)
86	2018-01-23	15:51:22	N35.26.55.896	E136.34.13.152	37.0	0.2	0.0	0.0	2
87	2018-01-23	15:51:24	N35.26.55.896	E136.34.13.152	37.0	0.2	0.0	0.0	2
88	2018-01-23	15:51:26	N35.26.55.896	E136.34.13.152	37.0	0.2	0.0	0.0	2
89	2018-01-23	15:51:28	N35.26.55.896	E136.34.13.152	37.0	0.2	0.0	0.0	2
90	2018-01-23	15:51:30	N35.26.55.896	E136.34.13.152	37.0	0.2	270.0000028857117	1.1110111258580986	2
91	2018-01-23	15:51:32	N35.26.55.896	E136.34.13.116	37.0	0.2	0.0	0.0	2
92	2018-01-23	15:51:34	N35.26.55.896	E136.34.13.116	37.0	0.2	0.0	0.0	2
93	2018-01-23	15:51:35	N35.26.55.896	E136.34.13.116	37.0	0.2	0.0	0.0	2
94	2018-01-23	15:51:36	N35.26.55.896	E136.34.13.116	38.0	0.2	0.0	0.0	2
95	2018-01-23	15:51:38	N35.26.55.896	E136.34.13.116	38.0	0.2	0.0	0.0	2
96	2018-01-23	15:51:39	N35.26.55.896	E136.34.13.116	38.0	0.2	0.0	0.0	2
97	2018-01-23	15:51:40	N35.26.55.896	E136.34.13.116	38.0	0.2	0.0	0.0	2
98	2018-01-23	15:51:42	N35.26.55.896	E136.34.13.116	38.0	0.2	0.0	0.0	2
99	2018-01-23	15:51:44	N35.26.55.896	E136.34.13.116	38.0	1.2	89.99999711428832	1.1110111258580986	2
100	2018-01-23	15:51:45	N35.26.55.896	E136.34.13.152	38.0	3.7	89.99998549985796	5.555055588727064	2
101	2018-01-23	15:51:47	N35.26.55.896	E136.34.13.332	38.0	14.0	89.99998549985796	5.555055542794297	3
102	2018-01-23	15:51:48	N35.26.55.896	E136.34.13.512	38.0	17.7	89.99996810058231	12.221122024209572	0
103	2018-01-23	15:51:50	N35.26.55.896	E136.34.13.908	38.0	17.3	89.99998549985797	5.555055389590286	0
104	2018-01-23	15:51:51	N35.26.55.896	E136.34.14.088	38.0	16.7	89.99998549985796	5.555055338003729	-1
105	2018-01-23	15:51:52	N35.26.55.896	E136.34.14.268	38.0	15.9	294.7179924446569	9.214053440695197	-2
106	2018-01-23	15:51:54	N35.26.55.788	E136.34.14.556	38.0	13.7	320.83256600259483	2.7495279845733402	-2
107	2018-01-23	15:51:55	N35.26.55.716	E136.34.14.628	38.0	13.5	337.83808579800973	3.927782696936528	-3
108	2018-01-23	15:51:56	N35.26.55.572	E136.34.14.700	38.0	17.89	0.0	4.048552640270928	0
109	2018-01-23	15:51:57	N35.26.55.392	E136.34.14.700	38.0	20.0	7.731917120256356	4.983679629761542	0
110	2018-01-23	15:51:58	N35.26.55.176	E136.34.14.664	38.0	25.1	6.638034202415278	11.551666581982303	0
111	2018-01-23	15:52:00	N35.26.54.672	E136.34.14.592	37.0	31.9	5.172057305874455	14.743187970618362	0
112	2018-01-23	15:52:02	N35.26.54.024	E136.34.14.520	37.0	37.5	4.657257884167517	8.172964012147395	0
113	2018-01-23	15:52:03	N35.26.53.664	E136.34.14.484	37.0	39.4	4.657263632566921	8.172962691748282	0
114	2018-01-23	15:52:04	N35.26.53.304	E136.34.14.448	36.0	41.1	2.12064960501643	17.848222133197947	0
115	2018-01-23	15:52:06	N35.26.52.512	E136.34.14.412	36.0	42.1	0.0	17.003898694206484	0
116	2018-01-23	15:52:08	N35.26.51.756	E136.34.14.412	36.0	43.0	0.0	8.906804077451671	0
117	2018-01-23	15:52:09	N35.26.51.360	E136.34.14.412	35.0	43.8	0.0	8.906804077966735	0
118	2018-01-23	15:52:10	N35.26.50.964	E136.34.14.412	35.0	44.7	357.97145715275514	18.656429500530503	0
119	2018-01-23	15:52:12	N35.26.50.136	E136.34.14.448	35.0	44.1	355.5635436232145	17.14847350105392	0
120	2018-01-23	15:52:14	N35.26.49.380	E136.34.14.520	35.0	42.3	0.0	8.906808476993396	0
121	2018-01-23	15:52:15	N35.26.48.984	E136.34.14.520	34.0	41.3	355.34266145710023	8.172965332930547	0
122	2018-01-23	15:52:16	N35.26.48.624	E136.34.14.556	34.0	40.7	355.3426556958688	8.172966653329183	0
123	2018-01-23	15:52:17	N35.26.48.264	E136.34.14.592	34.0	41.4	0.0	8.906811409161417	0
124	2018-01-23	15:52:18	N35.26.47.868	E136.34.14.592	34.0	42.6	357.8793106437872	17.848236767572747	0
125	2018-01-23	15:52:20	N35.26.47.076	E136.34.14.628	34.0	42.8	355.7644101752338	8.975838357376645	0
126	2018-01-23	15:52:21	N35.26.46.680	E136.34.14.664	34.0	41.7	355.34262458517014	8.17297061362906	0
127	2018-01-23	15:52:22	N35.26.46.320	E136.34.14.700	34.0	40.4	353.0330332903193	16.533653404739262	0
128	2018-01-23	15:52:24	N35.26.45.600	E136.34.14.808	34.0	41.0	355.34260730223417	8.172975896623115	0
129	2018-01-23	15:52:25	N35.26.45.240	E136.34.14.844	34.0	41.5	353.6609590200915	18.122780018192003	0
130	2018-01-23	15:52:27	N35.26.44.448	E136.34.14.952	35.0	42.7	351.5745395849082	9.179812569004106	0
131	2018-01-23	15:52:28	N35.26.44.052	E136.34.15.024	34.0	42.5	355.34258252946734	8.172983818615398	0
132	2018-01-23	15:52:29	N35.26.43.692	E136.34.15.060	34.0	41.7	351.5745179293914	9.179816833000759	0
133	2018-01-23	15:52:30	N35.26.43.296	E136.34.15.132	34.0	41.9	353.3616902867016	17.327542435552758	0
134	2018-01-23	15:52:32	N35.26.42.540	E136.34.15.240	34.0	42.5	350.7458655076452	8.396477902979653	0
135	2018-01-23	15:52:33	N35.26.42.180	E136.34.15.312	34.0	41.8	351.57447458329534	9.179826786195026	0
136	2018-01-23	15:52:34	N35.26.41.784	E136.34.15.384	34.0	41.6	350.7458417926449	8.396483039137216	0
137	2018-01-23	15:52:35	N35.26.41.424	E136.34.15.456	34.0	41.5	349.0226237359468	17.888381853858338	0
138	2018-01-23	15:52:37	N35.26.40.668	E136.34.15.636	34.0	41.6	345.5725642484459	16.766679330200617	0
139	2018-01-23	15:52:39	N35.26.39.984	E136.34.15.852	33.0	40.2	346.26592989085685	8.756308901965184	0
140	2018-01-23	15:52:40	N35.26.39.624	E136.34.15.960	33.0	38.1	340.75340812594106	13.150731699861673	0
141	2018-01-23	15:52:42	N35.26.39.120	E136.34.16.176	32.0	23.4	347.47317275846535	9.510078133667887	0
142	2018-01-23	15:52:44	N35.26.38.724	E136.34.16.284	32.0	24.4	342.60215597304386	11.902184344356584	0
143	2018-01-23	15:52:46	N35.26.38.256	E136.34.16.464	31.0	31.7	344.80707736494713	8.01349568614392	0
144	2018-01-23	15:52:47	N35.26.37.932	E136.34.16.572	31.0	36.4	344.8070611606116	8.013498952154306	0
145	2018-01-23	15:52:48	N35.26.37.608	E136.34.16.680	31.0	38.6	343.2929860180947	17.238628679761955	0
146	2018-01-23	15:52:50	N35.26.36.924	E136.34.16.932	32.0	42.4	347.4730808332972	9.510106929353201	0
147	2018-01-23	15:52:51	N35.26.36.528	E136.34.17.040	32.0	42.6	341.9504740791534	9.236562353598545	0
148	2018-01-23	15:52:52	N35.26.36.168	E136.34.17.184	32.0	41.6	346.26575587547984	8.75635442704867	0
149	2018-01-23	15:52:53	N35.26.35.808	E136.34.17.292	32.0	40.4	346.26573947131993	8.756358117909262	0
150	2018-01-23	15:52:54	N35.26.35.448	E136.34.17.400	32.0	39.1	343.9580122507188	15.294400689751326	0
151	2018-01-23	15:52:56	N35.26.34.836	E136.34.17.616	32.0	31.3	337.83663795303625	5.891728837959445	0
152	2018-01-23	15:52:57	N35.26.34.620	E136.34.17.724	31.0	24.0	341.95037398368555	4.618291659148532	0
153	2018-01-23	15:52:58	N35.26.34.440	E136.34.17.796	31.0	15.7	344.8068977390713	2.6711782917695355	0
154	2018-01-23	15:52:59	N35.26.34.332	E136.34.17.832	31.0	8.3	0.0	0.8097221259982839	0
155	2018-01-23	15:53:00	N35.26.34.296	E136.34.17.832	31.0	3.0	0.0	0.0	0
156	2018-01-23	15:53:02	N35.26.34.296	E136.34.17.832	31.0	0.1	0.0	0.0	0
157	2018-01-23	15:53:03	N35.26.34.296	E136.34.17.832	31.0	0.1	0.0	0.8097221259982839	0
158	2018-01-23	15:53:05	N35.26.34.332	E136.34.17.832	31.0	0.1	0.0	0.0	0
159	2018-01-23	15:53:06	N35.26.34.332	E136.34.17.832	31.0	0.1	0.0	0.0	0
160	2018-01-23	15:53:08	N35.26.34.332	E136.34.17.832	31.0	0.1	0.0	0.0	0
161	2018-01-23	15:53:09	N35.26.34.332	E136.34.17.832	31.0	0.1	0.0	0.8097221244530645	0
162	2018-01-23	15:53:11	N35.26.34.368	E136.34.17.832	31.0	0.1	0.0	0.0	0
163	2018-01-23	15:53:12	N35.26.34.368	E136.34.17.832	31.0	0.1	0.0	0.0	0
