//ID,日付,時間,緯度,経度,速度(km/hour),高度(m),WayPoint
1,2018-01-23,15:27:30,35.40945,136.57719,0.300,26.0,false
2,2018-01-23,15:27:32,35.40945,136.57719,0.300,26.0,false
3,2018-01-23,15:27:33,35.40945,136.57719,0.300,26.0,false
4,2018-01-23,15:27:34,35.40945,136.57719,0.300,26.0,false
5,2018-01-23,15:27:35,35.40945,136.57719,0.300,26.0,false
6,2018-01-23,15:27:36,35.40945,136.57719,0.400,26.0,false
7,2018-01-23,15:27:37,35.40945,136.57719,0.300,26.0,false
8,2018-01-23,15:27:38,35.40945,136.57719,0.300,26.0,false
9,2018-01-23,15:27:39,35.40945,136.57719,0.300,26.0,false
10,2018-01-23,15:27:40,35.40945,136.57719,0.300,26.0,false
11,2018-01-23,15:27:41,35.40945,136.57719,0.300,26.0,false
12,2018-01-23,15:27:42,35.40945,136.57719,0.300,26.0,false
13,2018-01-23,15:27:43,35.40945,136.57719,0.300,26.0,false
14,2018-01-23,15:27:44,35.40945,136.57719,0.300,26.0,false
15,2018-01-23,15:27:45,35.40945,136.57719,0.300,26.0,false
16,2018-01-23,15:27:46,35.40945,136.57719,0.400,26.0,false
17,2018-01-23,15:27:47,35.40945,136.57719,0.400,26.0,false
18,2018-01-23,15:27:48,35.40945,136.57720,0.300,26.0,false
19,2018-01-23,15:27:49,35.40945,136.57720,0.300,26.0,false
20,2018-01-23,15:27:50,35.40945,136.57720,0.300,26.0,false
21,2018-01-23,15:27:51,35.40945,136.57720,0.300,26.0,false
22,2018-01-23,15:27:52,35.40945,136.57720,0.300,25.0,false
23,2018-01-23,15:27:53,35.40945,136.57720,0.300,25.0,false
24,2018-01-23,15:27:54,35.40945,136.57720,0.300,25.0,false
25,2018-01-23,15:27:55,35.40945,136.57720,0.400,25.0,false
26,2018-01-23,15:27:56,35.40945,136.57720,0.300,25.0,false
27,2018-01-23,15:27:57,35.40945,136.57720,0.300,25.0,false
28,2018-01-23,15:27:58,35.40945,136.57720,0.300,25.0,false
29,2018-01-23,15:27:59,35.40945,136.57720,0.400,25.0,false
30,2018-01-23,15:28:00,35.40945,136.57719,0.300,26.0,false
31,2018-01-23,15:28:01,35.40945,136.57719,0.200,27.0,false
32,2018-01-23,15:28:02,35.40945,136.57719,0.300,27.0,false
33,2018-01-23,15:28:03,35.40945,136.57719,0.200,27.0,false
34,2018-01-23,15:28:04,35.40945,136.57719,0.200,28.0,false
35,2018-01-23,15:28:05,35.40945,136.57719,0.200,28.0,false
36,2018-01-23,15:28:06,35.40945,136.57718,0.200,28.0,false
37,2018-01-23,15:28:07,35.40945,136.57718,0.200,28.0,false
38,2018-01-23,15:28:08,35.40945,136.57718,0.200,28.0,false
39,2018-01-23,15:28:09,35.40945,136.57718,0.200,29.0,false
40,2018-01-23,15:28:10,35.40945,136.57718,0.200,29.0,false
41,2018-01-23,15:28:11,35.40945,136.57718,0.200,29.0,false
42,2018-01-23,15:28:12,35.40945,136.57718,0.200,29.0,false
43,2018-01-23,15:28:13,35.40945,136.57718,0.200,29.0,false
44,2018-01-23,15:28:14,35.40945,136.57718,0.200,29.0,false
45,2018-01-23,15:28:15,35.40945,136.57718,0.200,29.0,false
46,2018-01-23,15:28:16,35.40945,136.57718,0.200,29.0,false
47,2018-01-23,15:28:17,35.40945,136.57718,0.200,29.0,false
48,2018-01-23,15:28:18,35.40944,136.57718,0.200,29.0,false
49,2018-01-23,15:28:19,35.40944,136.57718,0.200,30.0,false
50,2018-01-23,15:28:20,35.40944,136.57718,0.200,30.0,false
51,2018-01-23,15:28:21,35.40944,136.57718,0.200,30.0,false
52,2018-01-23,15:28:22,35.40944,136.57718,0.200,30.0,false
53,2018-01-23,15:28:23,35.40944,136.57718,0.200,30.0,false
54,2018-01-23,15:28:24,35.40944,136.57718,0.200,30.0,false
55,2018-01-23,15:28:25,35.40944,136.57718,0.200,30.0,false
56,2018-01-23,15:28:26,35.40944,136.57718,0.200,30.0,false
57,2018-01-23,15:28:27,35.40944,136.57718,0.200,30.0,false
58,2018-01-23,15:28:28,35.40944,136.57718,0.200,30.0,false
59,2018-01-23,15:28:29,35.40944,136.57718,0.200,30.0,false
60,2018-01-23,15:28:30,35.40944,136.57718,0.300,30.0,false
61,2018-01-23,15:28:31,35.40944,136.57718,0.200,30.0,false
62,2018-01-23,15:28:32,35.40944,136.57718,0.200,30.0,false
63,2018-01-23,15:28:33,35.40944,136.57718,0.200,30.0,false
64,2018-01-23,15:28:34,35.40944,136.57718,0.300,30.0,false
65,2018-01-23,15:28:35,35.40944,136.57718,0.300,31.0,false
66,2018-01-23,15:28:36,35.40944,136.57718,0.200,31.0,false
67,2018-01-23,15:28:37,35.40944,136.57718,0.200,31.0,false
68,2018-01-23,15:28:38,35.40944,136.57718,0.200,31.0,false
69,2018-01-23,15:28:39,35.40944,136.57718,0.200,31.0,false
70,2018-01-23,15:28:40,35.40944,136.57718,0.200,31.0,false
71,2018-01-23,15:28:41,35.40944,136.57718,0.200,31.0,false
